question_type,level_1,document_id,document_source,document_url,category,umls_cui,umls_semantic_types,umls_semantic_group,synonyms,question_id,question_focus,question,answer
frequency,851,0000628,GHR,https://ghr.nlm.nih.gov/condition/marinesco-sjogren-syndrome,,C0039082,T047,Disorders,Garland-Moorhouse syndrome|hereditary oligophrenic cerebello-lental degeneration|Marinesco-Garland syndrome|MSS,0000628-2,Marinesco-Sjgren syndrome,How many people are affected by Marinesco-Sjgren syndrome?,Marinesco-Sjgren syndrome appears to be a rare condition. More than 100 cases have been reported worldwide.
frequency,3876,0000866,GHR,https://ghr.nlm.nih.gov/condition/renal-tubular-acidosis-with-deafness,,C0001122,T046,Disorders,"AR dRTA with deafness|AR dRTA with hearing loss|autosomal recessive distal renal tubular acidosis with deafness|renal tubular acidosis type 1b|renal tubular acidosis with progressive nerve deafness|renal tubular acidosis, autosomal recessive, with progressive nerve deafness|renal tubular acidosis, distal, with progressive nerve deafness|RTA with progressive nerve deafness",0000866-2,renal tubular acidosis with deafness,How many people are affected by renal tubular acidosis with deafness?,Renal tubular acidosis with deafness is a rare disorder; its prevalence is unknown.
frequency,796,0000359,GHR,https://ghr.nlm.nih.gov/condition/familial-lipoprotein-lipase-deficiency,,C0023817,T047,Disorders,"Burger-Grutz syndrome|endogenous hypertriglyceridaemia|familial fat-induced hypertriglyceridemia|familial hyperchylomicronemia|familial LPL deficiency|hyperlipoproteinemia type I|hyperlipoproteinemia type Ia|lipase D deficiency|LIPD deficiency|lipoprotein lipase deficiency, familial",0000359-2,familial lipoprotein lipase deficiency,How many people are affected by familial lipoprotein lipase deficiency?,"This condition affects about 1 per million people worldwide. It is much more common in certain areas of the province of Quebec, Canada."
frequency,3741,0000640,GHR,https://ghr.nlm.nih.gov/condition/megalencephalic-leukoencephalopathy-with-subcortical-cysts,,C0270612|C1858854,T019|T047,Disorders,infantile leukoencephalopathy and megalencephaly|leukoencephalopathy with swelling and a discrepantly mild course|leukoencephalopathy with swelling and cysts|LVM|MLC|vacuolating leukoencephalopathy|vacuolating megalencephalic leukoencephalopathy with subcortical cysts|van der Knaap disease,0000640-2,megalencephalic leukoencephalopathy with subcortical cysts,How many people are affected by megalencephalic leukoencephalopathy with subcortical cysts?,Megalencephalic leukoencephalopathy with subcortical cysts is a rare condition; its exact prevalence is unknown. More than 150 cases have been reported in the scientific literature.
frequency,3861,0000127,GHR,https://ghr.nlm.nih.gov/condition/bjornstad-syndrome,,C0039082,T047,Disorders,"Bjornstad syndrome|BJS|deafness and pili torti, Bjornstad type|pili torti and nerve deafness|pili torti-deafness syndrome|pili torti-sensorineural hearing loss|PTD",0000127-2,Bjrnstad syndrome,How many people are affected by Bjrnstad syndrome?,"Bjrnstad syndrome is a rare condition, although its prevalence is unknown. It has been found in populations worldwide."
frequency,4161,0000424,GHR,https://ghr.nlm.nih.gov/condition/glycogen-storage-disease-type-iv,,C0267971|C0017923,T047,Disorders,"amylopectinosis|Andersen disease|Andersen glycogenosis|Andersen's disease|brancher deficiency|branching enzyme deficiency|glycogen branching enzyme deficiency|glycogen storage disease IV|glycogen storage disease type 4|glycogenosis 4|glycogenosis, type IV|GSD IV|GSD type IV|GSD4|type IV glycogenosis",0000424-2,glycogen storage disease type IV,How many people are affected by glycogen storage disease type IV?,"GSD IV is estimated to occur in 1 in 600,000 to 800,000 individuals worldwide. Type IV accounts for roughly 3 percent of all cases of glycogen storage disease."
frequency,586,0000771,GHR,https://ghr.nlm.nih.gov/condition/paramyotonia-congenita,,C0221055,T047,Disorders,Eulenburg disease|paralysis periodica paramyotonia|paramyotonia congenita of von Eulenburg|PMC|Von Eulenberg's disease,0000771-2,paramyotonia congenita,How many people are affected by paramyotonia congenita?,"Paramyotonia congenita is an uncommon disorder; it is estimated to affect fewer than 1 in 100,000 people."
frequency,1201,0000603,GHR,https://ghr.nlm.nih.gov/condition/lissencephaly-with-cerebellar-hypoplasia,,C0266463|C0266470,T019,Disorders,"LCH|LIS2|LIS3|lissencephaly 2|lissencephaly 3|lissencephaly syndrome, Norman-Roberts type|Norman-Roberts syndrome",0000603-2,lissencephaly with cerebellar hypoplasia,How many people are affected by lissencephaly with cerebellar hypoplasia?,"LCH is a rare condition, although its prevalence is unknown."
frequency,5026,0000219,GHR,https://ghr.nlm.nih.gov/condition/congenital-central-hypoventilation-syndrome,,C1275808,T047,Disorders,CCHS|congenital central hypoventilation|congenital failure of autonomic control|Haddad syndrome|Ondine-Hirschsprung disease|Ondine Syndrome,0000219-2,congenital central hypoventilation syndrome,How many people are affected by congenital central hypoventilation syndrome?,"CCHS is a relatively rare disorder. Approximately 1,000 individuals with this condition have been identified. Researchers believe that some cases of sudden infant death syndrome (SIDS) or sudden unexplained death in children may be caused by undiagnosed CCHS."
frequency,541,0000177,GHR,https://ghr.nlm.nih.gov/condition/childhood-myocerebrohepatopathy-spectrum,,C3713421,T047,Disorders,MCHS,0000177-2,childhood myocerebrohepatopathy spectrum,How many people are affected by childhood myocerebrohepatopathy spectrum?,The prevalence of childhood myocerebrohepatopathy spectrum is unknown.
frequency,2251,0000298,GHR,https://ghr.nlm.nih.gov/condition/doors-syndrome,,C0795934|C0039082,T047,Disorders,"autosomal recessive deafness-onychodystrophy syndrome|deafness-oncychodystrophy-osteodystrophy-intellectual disability syndrome|deafness-onychoosteodystrophy-intellectual disability syndrome|deafness, onychodystrophy, osteodystrophy, and mental retardation syndrome|digitorenocerebral syndrome|DOOR syndrome|DRC syndrome|Eronen syndrome",0000298-2,DOORS syndrome,How many people are affected by DOORS syndrome?,DOORS syndrome is a rare disorder; its prevalence is unknown. Approximately 50 affected individuals have been described in the medical literature.
frequency,2241,0000515,GHR,https://ghr.nlm.nih.gov/condition/inclusion-body-myopathy-2,,C1853926|C0026848,T019|T047,Disorders,"Distal myopathy with rimmed vacuoles|DMRV|Hereditary inclusion body myopathy|HIBM|IBM2|Inclusion body myopathy, autosomal recessive|Inclusion body myopathy, quadriceps-sparing|Nonaka myopathy|QSM|Rimmed vacuole myopathy",0000515-2,inclusion body myopathy 2,How many people are affected by inclusion body myopathy 2?,"More than 200 people with inclusion body myopathy 2 have been reported. Most are of Iranian Jewish descent; the condition affects an estimated 1 in 1,500 people in this population. Additionally, at least 15 people in the Japanese population have been diagnosed with this disorder. Inclusion body myopathy 2 has also been found in several other ethnic groups worldwide."
frequency,4131,0001060,GHR,https://ghr.nlm.nih.gov/condition/x-linked-myotubular-myopathy,,C0410203|C0175709,T019|T047,Disorders,CNM|MTMX|X-linked centronuclear myopathy|XLMTM|XMTM,0001060-2,X-linked myotubular myopathy,How many people are affected by X-linked myotubular myopathy?,"The incidence of X-linked myotubular myopathy is estimated to be 1 in 50,000 newborn males worldwide."
frequency,3161,0000848,GHR,https://ghr.nlm.nih.gov/condition/pulmonary-alveolar-microlithiasis,,C0155912,T047,Disorders,PAM,0000848-2,pulmonary alveolar microlithiasis,How many people are affected by pulmonary alveolar microlithiasis?,"Pulmonary alveolar microlithiasis is a rare disorder; its prevalence is unknown. About 600 affected individuals have been described in the medical literature, of whom about a quarter are of Turkish descent. The remainder come from populations worldwide."
frequency,4396,0000792,GHR,https://ghr.nlm.nih.gov/condition/phenylketonuria,,C0031485|C0751434,T047,Disorders,"Deficiency Disease, Phenylalanine Hydroxylase|Folling Disease|Folling's Disease|PAH deficiency|Phenylalanine Hydroxylase Deficiency Disease|PKU",0000792-2,phenylketonuria,How many people are affected by phenylketonuria?,"The occurrence of PKU varies among ethnic groups and geographic regions worldwide. In the United States, PKU occurs in 1 in 10,000 to 15,000 newborns. Most cases of PKU are detected shortly after birth by newborn screening, and treatment is started promptly. As a result, the severe signs and symptoms of classic PKU are rarely seen."
frequency,3621,0000285,GHR,https://ghr.nlm.nih.gov/condition/dicer1-syndrome,,C3839822,T191,Disorders,DICER1-related pleuropulmonary blastoma cancer predisposition syndrome|pleuropulmonary blastoma familial tumor and dysplasia syndrome|pleuropulmonary blastoma family tumor susceptibility syndrome,0000285-2,DICER1 syndrome,How many people are affected by DICER1 syndrome?,DICER1 syndrome is a rare condition; its prevalence is unknown.
frequency,631,0000215,GHR,https://ghr.nlm.nih.gov/condition/congenital-bilateral-absence-of-the-vas-deferens,,C0403814|C1689985,T019|T190,Disorders,Absence of vas deferens|Absent vasa|CAVD|CBAVD|Congenital absence of vas deferens|Congenital aplasia of vas deferens|congenital bilateral absence of vas deferens,0000215-2,congenital bilateral absence of the vas deferens,How many people are affected by congenital bilateral absence of the vas deferens?,This condition is responsible for 1 percent to 2 percent of all infertility in men.
frequency,291,0000982,GHR,https://ghr.nlm.nih.gov/condition/tietz-syndrome,,C0391816,T047,Disorders,albinism and complete nerve deafness|albinism-deafness of Tietz|hypopigmentation-deafness syndrome|hypopigmentation/deafness of Tietz|Tietz albinism-deafness syndrome|Tietz's syndrome,0000982-2,Tietz syndrome,How many people are affected by Tietz syndrome?,Tietz syndrome is a rare disorder; its exact prevalence is unknown. Only a few affected families have been described in the medical literature.
frequency,791,0001047,GHR,https://ghr.nlm.nih.gov/condition/x-linked-chondrodysplasia-punctata-1,,C3669395|C0008445,T019|T047,Disorders,"arylsulfatase E deficiency|CDPX1|chondrodysplasia punctata 1, X-linked|X-linked recessive chondrodysplasia punctata 1",0001047-2,X-linked chondrodysplasia punctata 1,How many people are affected by X-linked chondrodysplasia punctata 1?,The prevalence of X-linked chondrodysplasia punctata 1 is unknown. Several dozen affected males have been reported in the scientific literature.
frequency,2151,0000111,GHR,https://ghr.nlm.nih.gov/condition/bartter-syndrome,,C0004775,T047,Disorders,aldosteronism with hyperplasia of the adrenal cortex|Bartter disease|Bartter's syndrome|juxtaglomerular hyperplasia with secondary aldosteronism,0000111-2,Bartter syndrome,How many people are affected by Bartter syndrome?,"The exact prevalence of this disorder is unknown, although it likely affects about 1 per million people worldwide. The condition appears to be more common in Costa Rica and Kuwait than in other populations."
frequency,5231,0001071,GHR,https://ghr.nlm.nih.gov/condition/15q24-microdeletion,,C3697269,T019,Disorders,15q24 deletion|15q24 microdeletion syndrome|interstitial deletion of chromosome 15q24,0001071-2,15q24 microdeletion,How many people are affected by 15q24 microdeletion?,This condition is very rare; only a few dozen affected individuals have been identified.
frequency,1096,0000372,GHR,https://ghr.nlm.nih.gov/condition/feingold-syndrome,,C0796068,T047,Disorders,microcephaly-mesobrachyphalangy-tracheoesophageal fistula (MMT) syndrome|microcephaly-oculo-digito-esophageal-duodenal (MODED) syndrome|oculo-digito-esophagoduodental (ODED) syndrome,0000372-2,Feingold syndrome,How many people are affected by Feingold syndrome?,"Feingold syndrome appears to be a rare condition, although its exact prevalence is unknown."
frequency,3541,0000681,GHR,https://ghr.nlm.nih.gov/condition/mucopolysaccharidosis-type-iv,,C0026707,T019|T047,Disorders,"Morquio-Brailsford disease|Morquio Disease|Morquio Syndrome|Morquio's Disease|Morquio's Syndrome|MPS IV|mucopolysaccharidosis (MPS) IV (A, B)",0000681-2,mucopolysaccharidosis type IV,How many people are affected by mucopolysaccharidosis type IV?,"The exact prevalence of MPS IV is unknown, although it is estimated to occur in 1 in 200,000 to 300,000 individuals."
frequency,4656,0000793,GHR,https://ghr.nlm.nih.gov/condition/phosphoglycerate-dehydrogenase-deficiency,,C1866174,T047,Disorders,3-PGDH deficiency|3-phosphoglycerate dehydrogenase deficiency|PHGDH deficiency,0000793-2,phosphoglycerate dehydrogenase deficiency,How many people are affected by phosphoglycerate dehydrogenase deficiency?,"This condition is likely a rare disorder, but its prevalence is unknown. At least 15 cases have been described in the scientific literature."
frequency,4196,0000419,GHR,https://ghr.nlm.nih.gov/condition/glutathione-synthetase-deficiency,,C0398746,T047,Disorders,5-oxoprolinemia|5-oxoprolinuria|deficiency of glutathione synthase|deficiency of glutathione synthetase|pyroglutamic acidemia|pyroglutamic aciduria,0000419-2,glutathione synthetase deficiency,How many people are affected by glutathione synthetase deficiency?,Glutathione synthetase deficiency is very rare. This disorder has been described in more than 70 people worldwide.
frequency,46,0000997,GHR,https://ghr.nlm.nih.gov/condition/trisomy-18,,C0152096|C3537048,T019|T049|T047,Disorders,complete trisomy 18 syndrome|Edwards syndrome|trisomy 18 syndrome|trisomy E syndrome,0000997-2,trisomy 18,How many people are affected by trisomy 18?,"Trisomy 18 occurs in about 1 in 5,000 live-born infants; it is more common in pregnancy, but many affected fetuses do not survive to term. Although women of all ages can have a child with trisomy 18, the chance of having a child with this condition increases as a woman gets older."
